comment,SEJ_label,PEJ_label,MRJ_label
혈맹국 형님이 위법이래. 이젠 미국도 반국가세력인가? ㅋ,1,1,1
"내정간섭 하지마라. 미국아. 이건 정치와 경제 , 동맹 엄연히 다르게 분류해야되는거다.",0,0,0
트럼프는 좋아할걸.선관위가 목표여서 있어봐 큰거 터질거야,0,1,1
태극기할배들 이제 성조기 못흔들겠네!!!  느그아부지 미국이 석려리 내란범이래!!~~,1,1,1
미국도 반국가 세력이네.. 석렬아 가서 계엄좀 해라,0,1,1
모두 내란죄라고 하는데 윤정부만 아니래.,0,0,1
외부의 적보다 무서운 게 내부의 적이지,0,0,1
기다려라곧 진실의 문이 열린다.,0,0,0
허구헌 날 간첩간첩 거리는 것들 왜 여기서는 찍소리를 못하냐?,1,1,1
미군 30000주둔해있는데 통보도 안하면 화나죠.,0,0,1
이런 얘기를 듣고도 탄핵 불가?  국짐당 제정신이 아님.ㅠㅠ,1,1,1
ㅋㅋ 아직도 언론을 믿냐? 미국과 중국의 대리전쟁터가 한국인데 몰랐다고? 웃기네,1,1,1
미국 좌파들 호들갑 떨고 있네,0,1,1
내란수괴 윤석열은 같은 내란수괴 김정은과 동급이다,1,1,1
"에.. 진핑이 형님. 이참에 한중, 아니 중한동맹 갑시다 ㅎㅎ",0,0,1
미국과 일본의 충견이 말썽을 일으키니 개주인이 화날 수밖에 없지 ㅋㅋ,1,1,1
트럼프 형은 알았을 수도 있다,0,0,0
미국에 알렸어봐라...민주당이 더  뭐라하지...미국에만 기댄다고..,0,1,0
아스팔트 할배 할매들요!! 성조기 좀 흔들지 마요!! 쪽팔리구로!!!!,1,1,1
내란방조 국짐의원들아 미국이  석열이 버리란다 네들 버틸수 있어?,1,1,1
미국에도 극좌 극우 있는거 알지?,0,0,0
미국과의 관계를 그렇게 강조한 정권이 오히려 미국에 제대로 물먹였네,1,1,1
윤똥아 미국은 반국가세력이다~ 당장 주한미군에 고사포로 타격해라,1,1,1
니가 상왕이냐  남 일에 감놔라 배나라 할 위치냐 그냥 지 벨 꼴리는 대로지  한국이 속국이냐,1,1,1
고강도 표현을 한들 무슨 말인지 도통 알아 듣질 못 할듯. 그냥 더 직설적인 표현 없나..,0,0,1
이런 상황인데도  버티면 그만인거야? 정말 국민들 분노하게 만드네,1,1,1
제2의 윤라덴 제거작전 부탁합니다 plees!,0,1,1
국민의 힘 이 잡것들아 ! 알아들었냐! 진짜 당신들 나라를 위해 뭐하는 짓하는겁니다! 자식들한테 창피하지않습니까? 책임지십시요!,1,1,1
국힘아… 이미지 세탁할 기회가 왔다,0,1,1
트럼프 반응이 궁금하다,0,0,0
사전에 통보안했다고  내정간섭하네,1,0,1
종북2찍 때무니다.........  미국도 학을때는 종북2찍 ㅋㅋㅋㅋ,1,1,1
성조기 들고 한미동맹 외치던 태극기부대가 조용하네요,0,1,0
미국이 손털고 나가면  끝난거,0,1,0
도무지 이해를 못하겠다. 미국과 이런소리까지 듣고 동맹이 틀어지면서 까지 했어야 했던건지ᆢ,0,0,0
미국에서 우리나라좀 괴롭혔으면 좋겠다 대외적으로....국민 모르게하면 관계자들만 힘들잖아ㅠㅠ 같이 고통느껴줄테니 혼좀 내줘라,0,1,1
미국놈들이 우리가 성조기들고 항상 빠라주는데 왜저러냐??탱크몰고가서 그냥 콱 쥐어박을까보다ㅎ.,1,1,1
대깨윤들 갑자기 미국보고 종북좌파라하는게 제일 웃겼음,1,1,1
예라이----무슨깡패도 아니고.안되면 폭력이냐!.무슨정치가 성질대로하냐~국민이싫다는데 그자리에  외있는거지.대우받고 싶으면. 마누라 한테나. ?,1,1,1
한미동맹 든든하지 내란견OO들아?,1,1,0
미국 날리면 이렇게 된다,0,1,1
윤석열 외교 잘한다 했던놈들 나와봐라 ㅋㅋㅋ 이와중에 이재명이 되면 어떻고 헛소리하는놈들 있네 니들 말 뭐 하나 맞는거라도 있냐?ㅋㅋㅋ,1,1,1
이재명이대통령되면 트럼프한테 관세폭탄먹는거야 중국속국이니까,1,1,1
신발끈들 대선불복해서 추종자들이 의회난입을 부추긴 또람푸도 대통령에 재선되는건 머라할건데?,1,1,1
"이미 아작내놓고, 어퍼컷을 꽂아버림,  그와중에 윤정부 감싸는 일당들 뭐야??  수개월전부터 숏매집하고 수천억 땡겨서 엔빵하기로 함??",1,1,1
미국이 뭔데 남의 나라 간섭하는데 주한미군 데리고 당장 사라져라 우리는 너희의 식민지가 아니란다~,1,1,1
반미종일 세력을 처단해야,1,1,1
좌파들은 중국 북한말 들어야지,1,1,1
아오~~~~!  대한민국 국민한사람으로서 챙피해 죽갔네!,1,1,1
윤석열 탄핵되면 왜 이재명이 될거라고 생각하지??? ㅋㅋㅋㅋㅋ 조국한테도 밀리는 늙은 재명이가 무슨 ㅋㅋㅋㅋ,1,1,1
"2찍들 미군철수하면 북한처들어온다메, 느그 대통령이 이꼬라지 만든거 말좀 해봐",1,1,1
용산 누구는 좋겠다 관심 받아서,0,1,0
미국의 격노를 일으킨 진정한 빨강이에 국가 전복 세력인 국짐과 윤석열을 당장 내몰아야 한다!,1,1,1
나같아도 신뢰도 하락함 윤석열 탄핵해야한다,1,1,1
반미친위쿠데타빨-강이정부 = 윤석열정부,1,1,1
미국에서 윤석열 죽여도 문제삼지 않을테니 죽여주라,1,1,1
대파들아 미국국무부장관도 bbal갱이인가보다 그치?,1,1,1
윤두창견들 이제 시위할때 성조기 안들고가겠네,1,1,1
이제 누가 반국가세력이지?,0,1,0
이래도 2찍들아ㅋㅋㅋㅋㅋ 민주당 타령하는거임? 너네야 말로 ㄹㅇ 빨간거 아니고?,1,1,1
앞으로 내란의 힘과 그 지지자들을 진정한 반미종북 간첩으로 간주함,1,1,1
경상도는 반미친일 간첩 지지단,1,1,1
자 이제 중국 종북빨개이지 2찍들아?,1,1,1
바이든 떠나갈 때 동행,0,0,0
나라 운영이 게임인줄 아는 듯....그나저나 국ㅎ 도 탄핵을 막으려고 하는지 이해가 안되고....,0,1,1
이대로 윤석열이 가만히 놔두면 미구과의 관계 어떻게할거야,0,0,1
"솔직히 계엄을 동맹에 사전통보 해야하고,계엄이 자신들의 핵심가치를 훼손한다라... 뭐 허락 받으라는건가?  뭔가 참 씁슬하다...",0,0,1
자 이제 미국을 빨던 2찍들이 윤건희를 지지할까요 말까요,1,1,1
그 잘난 오바마가 전략적 인내로 버틴 덕분에 북핵 완성 시켜주고 이 모양 이 꼬라지 된건데 에효,1,1,1
자국의이익을위해 입꾹다물고있던미국윤석열이처음가서욕하다가들켰잖아 미국도열받았네  얼른내려오는게답이다 부부가나란히 원룸들어가는게답이네,1,1,1
격노한이란 단어는 빼라 미국 속국이냐?,0,1,1
한순간에 나락으로. 아 대한민국,0,1,0
전세계가 니들 위법이래. 당사자들만 아니라고 바락 바락 우기노ㅋㅋㅋㅋㅋㅋㅋ,1,1,1
미국에서 모지리 짜르라고 말하는거자너,0,1,1
대한민국의 위기 한쪽은 곽막힌 극우 한쪽은 깡패 강성노조 공산당 남혐주의자들이 서로의 이익을위해 모인 범죄 소굴. 누굴 선택하나?,1,1,1
"국힘계열이 정권잡으면 미국이 앞으로 신뢰를 하겠냐?두번이나 뻘짓해서 탄핵 당하고 이상한짓만 하는데?
국익을 위해서라도 국힘은 역사의 뒷편으로 사라져야한다",1,1,1
이제 종북세력은 누구지?,0,1,1
뭐한미방위가 어쩌고 저쩌고  다망치는건 국짐너거들이다,0,1,1
이대로는 안될것 같다국힘도 나라의 미래를 생각해주길~국힘이라도 정신차리기를,0,0,1
미국에서도 손절치는데 얘 계속 쓸거냐?,0,1,1
미국도 종북좌파라고 해보시지,0,1,1
최대의 안보리스크 내란 수괴 윤석열.,1,1,1
국민들 목숨도 안중에 없는 돼지가~ 미국 눈치 보겠냐?? ㅜ ㅜ,1,1,1
"미국이 핵 안보 회의를 취소했다고 하는데, 그럼 아메리칸 파이는 또 어디서 불러야 하냐??",0,0,0
어차피 트럼프가 오면 내칠놈이 말이거칠구나.우리는 우리대로 간다. 꼴값 그만떨고 북한 돼지나 잘 다스려봐라~~~,1,1,1
518때도 미국에는 사전통보 하고 계엄군 투입했는데 큰형님을 패싱하다니 버르장머리 없는놈 같으니ㅋㅋㅋ,1,1,1
민주당이 잘했냐 그럼? ㅎㅎ 윤도 같은시간 국회에 눈돌히고 선관위 턴 이유가 있겠지 몬가 한방터질거 같응디 ㅎ가짜 국회의원들 줄즐,1,1,1
이재명 대통령되면 항공모함 빠집니다. 지난 대선때 바이든이 항모 뺐다가 다시 넣은거 기억하시죠,0,1,1
형님들 용산에 한발 꼽아주시죠. 우리나라에서는 좀 절차가 복잡하니 빠르게 Delete 부탁드립니다.,0,1,1
설마 이것도 얼렁뚱땅 넘어갈려고 하는건 아니지???,0,0,1
국민을 향해 총을 겨룬계엄당 심판해야 한다,0,1,0
국짐은 해체해라 배출한 3명의 대통이 전부 빵에 보내다니. 대단한 당이다  기네스 북에 추천 함이  어떠신지. ㅎ,1,1,1
계엄 전날 군병원 유혈사태 전시 훈련 시켰다고 기사 나왔다 치밀했고 시민이 먼저 움직일거란 계산은 못했겠지 성공하면 혁명 실패하면 반역이다 체포해라,1,1,1
미국 격노 ㄷㄷㄷ...국익 안보 외교 다 무너뜨리는중이다 실시간으로,0,1,1
운영규정 미준수로 인해 삭제된 댓글입니다.,0,0,0
바보도 문제고 국짐도 문제다,1,1,1
내란죄를 일으키고 하루빨리 탁핵시켜서 끌어내리던가 해야지..어휴..,1,1,1
미국의 암묵적 탄핵 동의,0,0,1
능력도 없고 판단력도 없고 미국도 버린 대통령. 무슨 의미? 스스로 내려올수 있는 머리라도 있었으면,1,1,1
우왕좌왕하는.대통령 때문에 나라가  아작나고 서민들은. 죽어난다,1,1,1
윤두광과 내란의 힘의 작품,0,1,0
"상상 이상 *** 윤,김 커플",0,0,0
탄핵이.답이다 어디까지 나라를 망치게둘건가,1,1,1
결국 나라가 망하는구나,0,1,0
다들 국힘 의원들에게 문자한통씩 돌립시다 인터넷에 찾으면 폰번호 다 나옵니데이,0,1,1
아주 국격 나락을 시켰네 아오,1,1,1
나라망신 개망신이네...,1,1,1
비밀요원 붙여서 암살 안되나요,0,1,0
미국도 위법이라는데....지는 합법이라고 하네...보수가 언제부터 미국 말에 토를 다는데...,1,1,1
미국이 왜 격노해 ㅋㅋㅋㅋ 걍 그런가보다 하지 중이병걸렸나,1,1,1
도람프는 더하지 않았나?,0,0,0
진짜 쪽팔려죽겠네 망신도 이런망신이,1,1,1
국제적 개망신을  국힘의원들은 왜 모르는가 밥그릇 타령 만 하는 그 인간들 우짜면. 좋노,1,1,1
나라꼴 잘 돌아간다. 웬 멍청한 짓 하나로 환율 개판나고 국가신뢰도 박살나고. 근데 이젠 지들 밥그릇 챙긴다고 탄핵을 반대하는 여당까지. ㅉ,1,1,1
돌아올 수 없는 강을 건너버렸다,0,0,0
안보도 외교도 경제도 계엄령 한방에 날려버리는데 이걸 계속 그 자리에 놔둬야 한다는 인간들은 뭐지?,1,1,1
또 언론의 선전선동이 시작되었구나.나라의 앞길이 풍전등화로구나,1,1,1
성조기 흔들면서 친미친일 반중 외치는 애들이 미국 말은 제일 안들음ㅋㅋ,1,1,1
아 쪽팔려..............,0,1,0
윤가는 불통이 국정철학인데 그걸 몰랐어?니들도 소통하고 싶으면 거니한테 조그만 파우치 주고 허락을 받았어야지~~,1,1,1
전쟁도 유발할 인간이다,1,1,0
석열아 미국도 국가 전복세력이냐?,0,1,1
윤통이 외로워서 계엄을 했단다 오죽하면 그랬겠냐 사과하면 받아주자는게 정부 입장?,0,1,1
캬 그렇게나 빠시는 미국님들에게 욕쳐먹으면서도 계속 지지하실거죠?,1,1,1
미국말이 조목조목 다 맞다.,0,0,0
거니가 대통령이고 윤두광은 대통령 부인의 남편이랍니다.,0,0,0
"니들이 좋아하는 미국도 윤석열은 아니란다, 제발  정신차리고 저 사람좀 끌어내립시다.",1,1,1
정말너무 부끄럽다 외국에서 한국어떻게보이겠냐 진짜,0,1,1
어차피 현 미국 정부는 1달 밖에 안남은 산송장 말년병장 바이든 정부다 매일 부정선거 수사를 떠들던 트럼프 취임식 이후엔 달라질 여지가 분명 있다,1,1,1
선동질 그만해라 이젠 안속는다..왜 바이든이 그랬다고 하지,1,1,1
"2찍들 가만히 계세요~~~당당하면  가슴에 2찍이라고 달고, 다니던가",1,1,1
자유민주주의. 우리. 최대. 우방국. 미국이. 하는. 말씀. 윤석열과 그 동조 세력.들은 . 잘 받들어야.할 것이다.,0,1,1
ㅋㅋ 가짜뉴스. 트통은 윤통 지지한다!!!,0,0,1
대한민국의 반국가세력 주동자가 바로 윤석열 이다...,0,1,1
박근혜가 열병식 가서 국격 추락시킨거 문재인이 G7 미영 초대받아서 급상승했더니 윤석열이 그냥 나락보내네;,1,1,1
한미동맹 복원 떠들던 놈이 동맹에 망치질을 했어,1,1,1
굥이 저지른 일… 미국한테 말도 안하고 시도했다? 내란임,0,1,1
"조국이도 싫긴 하지만, 이죄명에 비하면 차라리 조국이 100배는 낫다",0,1,1
미국 빡쳤다..결국 경제적손실로 이어질것이다..기업 부도나겄따..ㅠ,0,0,1
국힘이랑 윤가는 친미 아니라니까?? 그냥 자기이익 만을 쫓는 모지리들이라니까 이제는 미국에서도 저러는데 반미할래???,1,1,1
독재 빨간당 국짐은 내란동조당으로 당장 해산하라,1,1,1
이재명이랑 윤석열이랑 둘다 감옥같이가라,1,1,1
또 또 영어 잘 모르는 사람들을 위해 왜곡하네...,1,1,1
미국은 제멋대로 제국주의 국가를 유지하면서 왜 한국은 민주주의 국가여야 하냐?,0,1,1
조땐거야 2찍들아 빨리 용산 갖다 버려야 산다,1,1,1
누가 반미 종북일까~?,0,1,0
다 맞는말이지만 전제조건이 민주주의다 우리나라는 민주주의가 아님,0,1,1
내나라일 내가알아서하는데 먼미국에다 보고까지해야하나 미국식민지도안고 독립국가리고 이래서미국다리잡고살면안돼 완전한독립해야 전자퀀도가오고 믿을께없다,0,1,1
더 이상의 외교는 힘들다 내려와라,0,0,1
미국은 혈매미라던데. 한국에서 피흘리는 것을 좋와 하는걸까? 미국에서 재가해주고 실패하니까  하는소리가 아닐까,0,1,1
"트럼프가 윤대통령의  결단을 보고 쫄았나보다!!!한국에 조 단위 돈 요구해야하는데…
못할꺼 같아 그러나??",0,1,1
누가 되도 불안하다미국에 맡기자 ᆢ ㅠ,0,0,0
틀리긴했지 근데 너네를 믿다간 우리도 큰코 다칠것같아,0,1,1
뉴스제대로 써라..  미국이 격노하면 어쩌라고... 제내나라나 제대로 하라고해...,0,1,1
"앞으로 어디가서 윤석열이 그나마 잘한게 외교라는 얘기, 하지도 마라,,",1,1,1
계엄령선포로 국가가 손해보는건 누가보상하는가?  개인의 욕심으로 국가망신을 시킨 자는 반드시 합당한 벌을 받아야한다,0,0,1
더불어거시기당의 횡포에 어쩔수가 없었다,1,1,1
충견은 주인이 하라는것만 해야 돼.그것도 모르나?,0,1,1
"윤석열이  미군에서 잡아가세요 한국 내란죄로
우리는 대통령으로 생각도 안하고 잡아가면
박수 칩니다^^",1,1,1
미국 입장에선 미군 몸값 올릴 빌미 준셈이지ㅎ... 어차피 올릴거지만,0,1,1
뉴스1아. 미국이 웬수라매~,0,1,1
분명한건 윤석렬이 탄핵되야 하는 것은 맞는데  다음 후보나  대통령대행으로 이재명은 절대 아니다,0,0,1
미국은 아직도 한국이 쫄병인줄 아네. 특히 켐벨 이사람. 한국의 문제는 한국인 스스로 해결한다 미국. 간섭하지 말라.,1,1,1
그 민주주의를 훼손한것이 계엄일지 부정선거일지 과연 어떤 결과가 나올까..,0,0,1
지금 미국정부는 바이든이지.. 바이든 정부도 부정선거에서 자유롭지 못하니 부정선거 사범 잡아들이려는 이번 윤석렬 정부의 계엄령에 격노하지...,0,1,1
지금도 여야가 ㄱ ㅐ판인데 뭔 참견이여...나라가 홀라당 망하든지 떡 되든지 그냥 놔둬,1,1,1
근데 왜 착각해??? 윤석열 탄핵되도 그 다음은 이재명이 아니야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,1
한심한 2찍들 때문에 대한민국이 바닥에 떨어지는게 몸소 느끼고 있다,1,1,1
좌파들이 만든 지옥같은세상,1,1,1
트럼프는 오히려 윤석열 편들던데?,0,0,1
요약 : 미쿸에서도 한국이 동남아등과 같은 독재국가가 될것을 우려 = 결론 : TK들은 공산세력,1,1,1
윤대통령님 넘넘잘하셨습니다적극지지응원합니다  윤대통령님 계엄령선포 속이다시원했습니다  조만간에  당신에힘을보여주세요 윤석열 횟팅🇰🇷🇰🇷🇰🇷👍👍💯💯💞💞💞💞,0,0,1
사대주의에 쩔은 기사구만...ㅉㅉㅉ,1,1,1
기자선동조작기사올리지마라 지령받았냐?ㅋㅋ,1,1,1
미국 싫어하는 좌파들이 왜 열광하지? 미국이 편들어줘서 좋은가?,1,1,1
좌파 매국 언론들 신났네. 나라팔아 먹고 잘살고싶나!,1,1,1
기자야 거짓선동기사올리지마라ㅋㅋㅋ간첩지령받았냐??,1,1,1
말도 통일안되고 ㅋㅋㅋ,0,0,0
이런데도 한동훈 탄핵 동의 안한다고?ㅋㅋㅋㅋㅋ개검범죄자 아웃,1,1,1
내란수괴 하나 지킬려고 물타기 댓글이 속보마다 넘처나는 게 역겹네ㅋㅋ어떤 병정은 내란수괴 임기 다 끝내고 처벌하자고 물타던데 제정신인가 싶다🤡,1,1,1
이걸 믿는 사람 특 2찍,0,1,1
본인이름으로 나온 포고령은 뭔데요 그럼 ㅋㅋㅋ  설사 통제실로 이동해서 알았다고 하더라도  내란인거 알았으면 항명했어야죠 ㅋ,0,1,1
서로책임돌리기?ㅋㅋㅋㅋㅋ누가누가 이기나ㅋ,0,0,1
"이정도로 막가는데 탄핵을 막아"""""" 국힘당도 싹다 공범죄",1,1,1
뭔소리야 그럼 처단한다고 말한 책임자는  어디 있다는 건데? 어디서 책임 회피야?,0,1,1
일단 계엄사령관이였으니 내란죄로 체포부터 하시길 유무죄는 법정에서,0,0,1
사령관 모르게 707이 독자적으로 판단하고 국회 쳐들어갔다는거임?ㅋㅋㅋㅋ지 군인들은 쿠데타 반란군으로 만드네,1,1,1
대단한 우정ㅋㅋㅋ꼬리자르기 급급하다 내란죄는 사형아니면 무기징역이라 헐레벌떡 구라치네,1,1,1
뭐래 너도 한패야 내란음모죄 가자,0,1,1
사형이 무섭긴한가봐 그럼 반역을 안하면 됨,0,1,1
그럼 내란수괴는 다른한명이 되겠네 도리도리,0,1,1
이게 계엄 사령관의 발언이라고? 니들 국군의 날 전부터 꿍꿍이가 있었다는거 초딩도 알겠어,1,1,1
내란수괴는 사형이다. 둘중 하나는 수괴다.,1,1,1
포고문은 그럼 윤석열이 썼니?,0,0,0
몰랐는데 계엄군이 그렇게 일사천리로 국회에 쳐들어옴?,0,0,0
이사람도 걍 시키니까 한거아님? 두창이랑 장관머저리 둘이 찍어누른거같은데,1,1,1
"먼소리냐? 30분만에, 니  명의로 발표된 내용하고, 군인들이 야밤에 출동하는게 가능했을거라 보냐!",1,1,1
구라치지마 공범죄로 싹 다 깜빵 쳐넣어야,1,1,1
5.16때 장도영 포지션인감,0,0,1
이게 사실이어도 업무태만 ㅡㅡ 당연히 믿기지 않음,0,0,0
사령관 맞음?ㅋㅋㅋㅋㅋ 다 하나같이 꼬리자르기~ 이런 놈 밑에서 일하는 군인들 현타안옴?,1,1,1
말이 되는 소리를 해라,0,1,0
지금 전부 런치는데 국짐만 굥지키겠다고ㅋㅋ,0,1,1
국민들을 🐕 🐖 로 보는게 확실함,1,1,1
전기의자에서 사형시켜라,1,1,1
짐짜 개헛소리를 하고앉았어 진짜 국민들 바보로 아네,1,1,1
윤석렬처럼 지들이 하고 핑계만 된다 내란죄로 넣어라,1,1,1
ㅋㅋㅋ 한동훈이랑 국짐만 새됐구만.. 다들 꼬리자르기 하는데,1,1,1
나쁜일 저지르면 꼭 기억 안난다고 하더라,0,0,1
바보 같기도 하고 정신이 이상해 보이는데 그냥 감옥에 쳐 넣죠,1,1,1
니가 모르면 누가 아냐 ㅋㅋㅋㅋ 인생이 장난이야??,0,1,1
야..야.. 야..  야..  넌 그걸 믿으라는거냐? 그게 진실이여도 충암고란 이유로 그자리 올라건거니 충암고니 내려와 아주 명문고 답다 다워~~,1,1,1
질알 마세요 ㅋㅋㅋㅋㅋ 뭐 꼬리짜르기 가냐 지금?? 이제와서????? ㅋㅋㅋㅋㅋㅋ,1,1,1
입털지마 감방 갈 준비나 해,1,1,1
하지만 네가 계엄사령관이잖니..,0,0,1
니 직책이 계엄사령관인데 계엄 사실을 몰랐다고? ㅋㅋㅋ,0,1,1
서울의 범 감명깊게봤노ㅋㅋㅋㅋㅋ 단체로 기억상실 오지네 ㅋㅋㅋ기억안나시면 그냥 내란죄로 쇠고랑 차시면 되세요,1,1,1
알았다면 내란공범이고 몰랐다면 무능이다 물론 몰랐다는 말을 믿을 인간은 2찍들 뿐이지만,1,1,1
니가 모르면 누가 알아? 모르면 그자리 왜 있었던 건데?,0,1,1
까는 소리하고 자빠졌네,1,1,0
"요놈들은 입만 벌리면 거짓말을 하는구나. 딱 기다려! 지금 하는 모든 말들이 너희들을
더 괴롭게 할 것이다.",1,1,1
어 그럼 대통령이 한거네,0,0,0
계엄사령관이 계엄이 선포될 것도 몰랐다고?? 정말 돌아버리겠다,1,1,1
장난하냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
무식하면 이런다니까..발빼지마,1,1,1
또 대국민 거짓말 시작되는구나. 계엄사령관이 계엄 시작 모르면 누가 계엄군을 통제하냐?,1,1,1
다들 탈출러시네 ㅋㅋㅋㅋ,0,0,0
야. 그럼 포고문은 누가썻냐??,0,0,0
어차피 국민의 짐은 끝났다 국짐당 의원도 잘 생각해라,0,1,1
계엄사령관이 군 투입 지시를 하지 않았다는 것임?????,0,0,0
실패한 친위구데타 내란죄를 피해 손절하는걸까 진짜인걸까,0,1,1
윤카가 탄핵되면 차기 대통령 유력한게 이죄명인데 이런 사실이 날 우울하게 만든다..,0,1,1
"나는 이재명 대표 같은 사람이 우리들의 차기지도자라는 사실이 너무나  다행이라고 생각하며, 이재명 대표를 모실 수 있는 한국인이라는 사실이 자랑스럽다.",0,0,0
윤석열이 썼나봐. 미친. ㄷㄷㄷ,1,1,1
진짜 레기 수준답다 이딴걸 속보라고..... 이틀 전에 뭔 일이 있었는지 모르나보네????,1,1,1
원칙이 없는 대통령실.......의대 증원도 똑같지 머....,0,1,1
2찍들이 만든 세상 ㅋ 이래도 탄핵는 없다,1,1,1
또 김건희 작품이냐? 계엄령이 장난이야? 내란수괴죄가 장난이냐고 권총든 5살짜리 윤건희,1,1,1
윤석열 너는 육본이나 훈련소에서 총살대상인 거 알지?넌 경례대신 총살로 인사할게~,1,1,1
이것들은 뭐하나도 지가 했다는게 없어??????,1,1,1
채상병 사건때 국방부의 주장을 회상해보자!,0,0,1
슬슬 손절들 시작하는구나~ 김용현 물러나니까 이제 다들 시키는대로만 했을뿐 계엄칠준 몰랐다. 이렇게 책임들 회피하려 하는구나,1,1,1
국방부 책임으로 꼬리자르기하고 얼렁뚱땅 넘어가려고하네ㅎㅎ 에휴 책임도 못질걸 계엄령을 당당하게 내리시다니,1,1,1
그럼 누가 한거야?....,0,0,0
계엄은 불가피했다. 민주당의 폭거를 막기위해서라도 . 장관을 무수히 탄핵. 대통령도 탄핵을 하려는 민주당의 폭거.국민들이 계엄에 지지를 보낸 이유다.,1,1,1
여론조사! 한동훈이 좋으면 좋아요! 찢재명이 좋으면 싫어요!,0,1,1
군미필 윤석열의 소꿉장난 병정놀이..이번 위법 계엄에 동조한 군인들. 부당한 명령에 굴복한 그런 군인들 스스로 군의 명예를 더럽힌 과오를 반성해라!!,1,1,1
제일 문제있는 한놈을 바꾸면 되는데 엄한놈들을 바꾸니 뭔 의미가 있누~,1,1,1
메인을 교체하라고 답답하네 ㅋㅋ,1,0,0
"제대로된인간이없다
현정부
지긋 지긋",1,1,1
"피 묻혀줄. 허수아비가 필요한 모양새,",1,1,0
쪽팔리게 군미필자 때문에 군복을 벗게 생겼군..ㅎㅈㅎ,1,1,1
석열아 내가 국방부장관 한번 하자~~ 장관자리 아무나 막하는 자리인것 같은데 나도 한번 장관하자~~,0,0,1
지가 뭔데 지명하고 난리  선두주자인 육참 한번에 날라가네  얼마나 쪽팔리까~~  이제는 연금도 못받고 이등병전역하게 생겼네,1,1,1
지가 뭔데 지명하고 난리,1,1,0
어차피 새 국방장관도 윤석열 대선캠프에 있던 인물~ 윤은 지금 2차 계엄 준비중,0,1,1
굥의 국방장관은 빤스런이 주특기냐?,1,1,1
전세계에 정치수준 아직 쌍팔년에 머문나라 인증했다.쌍팔년도 아니고 십년 더 빼야 하는 구나...,0,1,1
"내란동조 지휘관은부하들을 이용해먹은거네
저들은 영문도 모른체 내란가담 반란군이 될수도 있었다
지휘관놈 잡아야지",0,1,1
라이브매체가 없었으면 어쨌을 뻔... 그들이 말하는 종북세력으로 인한 쿠데타가 될 뻔 했잖아...종북세력이 어디있다고......,0,1,1
어떻게 전두환하고 똑같은 방법은 사용하냐!!,0,1,1
명분없는 전쟁이 패하는 이유. 현장과 전달사항이 다르고 뚜렷한 명분이 없으니 일사분란하게 움직일 수 없을 것.,0,0,0
나이먹어서 정신질환온거같아요.무서워요.저자리에 계속있으면 정신질환으로 또 쿠테타 일으킬놈,1,1,1
국민이 선출한 국회를 진압한다는것은 국민을 진압한다는 말과 다를바없다. 빨리 끌어내려 꼰대사끼,1,1,1
"일선 장병들한테까지 숨긴걸 보니, 계엄사령관도 국회에 계엄군 투입하는게 위법하고, 절대 해선 안될 행동이란 걸 알았나 보네.",0,0,1
북한관련 출동했는데 실탄 지급은 없었다?육박전 하려했나?,0,0,0
이제시간좀지났다고윤을감쌀려고난리가났네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,1
가짜정보 이용하여 특수임무단에 출동 명령한 자를 엄단하라. 영문도 모르고 출동한 장병들은 죄 없다.,0,1,0
오합지졸이네..부하들을 총알받이로 쓰는 넘들이네...총구를 돌려도 너네들은 할말이 없겠다,1,1,1
일단 민주당 다 잡아다가 검찰이 전부 간첩혐의로 다 잡아처넣으려 한건가보네. 뭐가 됐든 위법한 계엄이니까 내란죄는 못피함,1,1,1
목숨걸고 작전에 투입되는걸 각오했는데 국회로 떨어져서 국민들과 대치했을때의 군인들의 참담함은 이루 말할수 없다,0,0,0
가짜뉴스 엄단한다더니.. 지들이 군대에 가짜지시 내렸네..,1,1,0
친일파 탄핵 가시고 꼭 재산몰수하시길,1,1,1
또 슬슬 제일 잘 하는거 나온다...말바꾸기...,0,1,1
영화를 막 찍으면 안된다..따라하는 놈이 꼭 있거든 !!,0,1,1
주태배기 개고기 윤가넘이 나라를 망치네,1,1,1
"요즘 다들 상식적으로도 말이 안되는 것을 이야기하네.저 넘들도 책임 회피 할려고 발버둥 칠거야.
나라가 후진 공산당국가가 되었네",1,1,1
그게 하루동안 핑계리고 만든거냐?,0,1,0
지금이 1980년대냐 계엄군 말하는거 위에서  시킨거겠지만 저걸 누가믿어 믿는거2찍들이나 있겠지,1,1,1
뭔지모르면 이제하지마 또 계엄 때리면 또 그냥 내란할래?,1,1,1
개석열과 국짐당의원들 개작두로 목을. 따자,1,1,1
내란죄인데 검찰 뭐하냐,1,1,1
광주사태 때도 그랬다. 북한군이 광주에 침투해서 시가전이 벌어졌다며 공수부대를 투입했지.,0,1,1
종북관련 민노총 이재명 한마디에 다 출동했더만 왜 안잡아감?,1,1,1
"국정농단  민개들 때려잡는 데는 최선의 선택이 계엄령선포였고
대통령 고유의 권한이었다.",1,1,1
